name,location_name,category_name,address,city,state,zip_code,violations,current_demerits,inspection_demerits,current_score,inspection_score,current_grade,inspection_grade,business_id,neighborhood,rating,review_count,accepts_insurance,ages_allowed,alcohol,ambience,byob,byob_corkage,best_nights,bike_parking,business_accepts_bitcoin,business_accepts_creditcards,business_parking,byappointmentonly,caters,coat_check,corkage,dietary_restrictions,dogs_allowed,drive_thru,good_for_dancing,good_for_kids,good_for_meal,hair_specializes_in,happy_hour,has_tv,music,noise_level,open_24_hours,outdoor_seating,restaurants_attire,restaurants_counter_service,restaurants_delivery,restaurants_good_for_groups,restaurants_price_range2,restaurants_reservations,restaurants_table_service,restaurants_takeout,smoking,wheelchair_accessible,wifi,accepts_apple_pay,accepts_google_pay,gender_neutral_restrooms,good_for,good_for_working,has_gluten_free_options,has_pool_table,liked_by_vegans,liked_by_vegetarians,offers_military_discount,waiter_service
Chicago Tasty Dogs,Chicago Tasty Dogs,Restaurant,9711 S Eastern Ave,Las Vegas,Nevada,89183,19,15,54,95,91,A,A,DZN44_XFktITlIUec4H69w,Southeast,3,32,Null,Null,0,1,Null,Null,Null,No,Null,1,1,Null,0,Null,Null,Null,Null,Null,Null,1,1,Null,Null,1,Null,1,Null,1,0,Null,0,1,1,0,0,1,Null,1,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Sushi Banzai,Sushi Banzai - DELETED,Restaurant,9700 W Tropicana Ave,Las Vegas,Nevada,89147,13,32,26,95,95,A,A,VFVyecs0nMFA4xizXkzvKA,Spring Valley,3,22,Null,Null,1,0,Null,Null,Null,No,Null,1,1,Null,Yes,Null,Null,Null,Null,Null,Null,1,2,Null,Null,0,Null,0,Null,0,0,Null,0,1,2,Yes,1,1,Null,Null,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Dad's Grilled Cheese,Dad's Grilled Cheese,Restaurant,5255 S Decatur Blvd,Las Vegas,Nevada,89118,14,18,38,95,88.33333333,A,B,JhQvfo_WfX10TG9_7VO14g,Spring Valley,3.5,62,Null,Null,0,0,Null,Null,Null,No,Null,1,1,Null,No,Null,Null,Null,Null,Null,Null,1,2,Null,Null,Yes,Null,Null,Null,0,0,Null,1,1,1,1,1,1,Null,1,1,Null,Null,Null,"Lunch, Dinner",Null,Null,Null,Null,Null,Null,Null
Samurai Sam's,Samurai Sam's,Restaurant,1910 Village Center Cir,Las Vegas,Nevada,89134,9,32,26,95,95,A,A,RAU2fPJ852Z241SXP-Wfew,Summerlin,3,11,Null,Null,0,0,Null,Null,Null,Yes,Null,1,0,Null,1,Null,Null,Null,Null,Null,Null,1,2,Null,Null,0,Null,1,Null,1,0,Null,0,1,1,0,0,1,Null,1,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Holley's Cuppa,Holley's Cuppa,Restaurant,9265 S Cimarron Rd 115,Las Vegas,Nevada,89178,33,27,75,95,91.66666667,A,A,xTlmLL2xZZ0xhZ2J16zXQQ,Southwest,4,320,Null,Null,No,Casual,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,Yes,Null,Null,Null,No,Null,Average,Null,1,Null,Null,1,Yes,1,No,Null,1,Null,1,1,Yes,Yes,Null,Null,Yes,Null,Null,Null,Null,Null,Null
Swish,SWISH,Restaurant,7875 W SAHARA,Las Vegas,Nevada,89117,66,62,148,95,91.15384615,A,A,C1jQ5CbszJkS_cyWgaRVGQ,Westside,3.5,207,Null,Null,1,1,Null,Null,Null,1,Null,1,1,Null,0,Null,Null,Null,Null,Null,Null,1,2,Null,Null,1,Null,1,Null,0,0,Null,0,1,2,1,1,1,Null,1,1,No,Null,Null,"Lunch, Dinner",Null,Null,Null,Null,Null,Null,Null
El Buen Gusto,El Buen Gusto,Restaurant,1593 N Eastern Ave,Las Vegas,Nevada,89101,67,102,188,95,91.66666667,A,A,_cBlppMDZYXS-Bjj4l9qtw,Null,3,8,Null,Null,No,Null,Null,Null,Null,Yes,Null,Yes,Private Lot,Null,Null,Null,Null,Null,Null,Null,Null,Yes,Null,Null,Null,No,Null,Average,Null,No,Null,Null,No,Yes,Null,No,Null,Yes,Null,Null,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Wetzel's Pretzels,Wetzels Pretzels @ LV OUTLET CENTER,Restaurant,7400 Las Vegas Blvd S,Las Vegas,Nevada,89123,1,0,0,95,95,A,A,kkiDLkFutKeJqv15yag7_w,Southeast,2.5,3,Null,Null,No,Casual,Null,Null,Null,0,Null,1,0,Null,Yes,Null,Null,Null,Null,Null,Null,Yes,Null,Null,Null,No,Null,Average,Null,No,Null,Null,No,Yes,1,No,Null,Yes,Null,Null,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Wetzel's Pretzels,Wetzels Pretzels @ LV OUTLET CENTER,Restaurant,7400 Las Vegas Blvd S,Las Vegas,Nevada,89123,1,0,0,95,95,A,A,kds044HPuEB_HzoR_EHLeQ,Southeast,3.5,9,Null,Null,Full Bar,"Romantic, Classy",Null,Null,Null,0,Null,1,0,Null,0,Null,Null,Null,Null,Null,Null,No,Null,Null,Yes,Yes,Null,Average,Null,Yes,Casual,Null,No,Yes,1,Yes,Null,1,Null,1,No,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Sofia's Pizza,SOFIA'S PIZZA,Restaurant,7365 W SAHARA,Las Vegas,Nevada,89117,26,105,70,95,93.88888889,A,A,PEGtD36MLdfcsD2hc95Kiw,Westside,2.5,82,Null,Null,0,0,Null,Null,Null,0,Null,1,0,Null,1,Null,Null,Null,No,Null,Null,1,2,Null,Null,1,Null,0,Null,1,0,Null,1,1,2,1,1,1,Null,Null,1,Null,Null,Null,"Lunch, Dinner",Null,Null,Null,Null,Null,Null,Null
Roberto's Taco Shop,Roberto's Taco Shop,Restaurant,3102 N Las Vegas Blvd,Las Vegas,Nevada,89115,64,36,158,95,91.47058824,A,A,4aGIU5eD6iTsmNqKVvlLOg,Null,4,9,Null,Null,0,Casual,Null,Null,Null,0,Null,1,Private Lot,Null,0,Null,Null,Null,Null,0,Null,1,0,Null,Null,1,Null,Average,Null,0,0,Null,0,1,1,0,Null,1,Null,Null,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Roberto's Taco Shop,Roberto's Taco Shop,Restaurant,3102 N Las Vegas Blvd,Las Vegas,Nevada,89115,64,36,158,95,91.47058824,A,A,xq0RhDKNNUg8t3JJUqX3fw,Sunrise,2,24,Null,Null,0,0,Null,Null,Null,1,Null,1,1,Null,Null,Null,Null,Null,Null,1,Null,1,1,Null,Null,0,Null,1,Null,0,0,1,0,1,1,0,0,1,Null,1,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Roberto's Taco Shop,Roberto's Taco Shop,Restaurant,3102 N Las Vegas Blvd,Las Vegas,Nevada,89115,64,36,158,95,91.47058824,A,A,ppasQEo3jPkBdwdRGVd9WQ,Null,3,37,Null,Null,0,1,Null,Null,Null,0,Null,1,1,Null,1,Null,Null,Null,Null,0,Null,1,4,Null,Null,0,Null,1,Null,0,0,Null,0,1,1,0,0,1,Null,Null,0,No,No,Yes,Null,Null,Null,Null,Null,Null,Null,Null
Roy's Restaurant,Roy's Restaurant and Bar,Restaurant,8701 W Charleston Blvd,Las Vegas,Nevada,89117,11,12,25,95,95,A,A,CWNMLT-ppaUjLMmrnYDPVg,Westside,4,96,Null,Null,2,2,Null,Null,Null,Null,Null,1,1,Null,Null,Null,Null,Null,Null,Null,Null,0,1,Null,Null,1,Null,1,Null,1,0,Null,0,1,3,1,1,1,Null,1,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Khoury's Mediterranean Restaurant,Khoury's Mediterranean Restaurant,Restaurant,6115 S Fort Apache Rd A100,Las Vegas,Nevada,89148,37,27,91,95,91.66666667,A,A,q5sa3zjAwIYMAgfPVxOdHw,Spring Valley,4,264,Null,Null,2,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,0,Null,Null,1,2,Null,Null,0,Null,1,Null,1,0,Null,0,1,2,1,1,1,Null,1,1,No,No,Yes,"Lunch, Dinner, Dessert",Null,Null,Null,Yes,Yes,Null,Yes
Bentley's Coffee,Bentleys Coffee,Restaurant,2840 E Tropicana Ave,Las Vegas,Nevada,89121,13,36,63,95,80,A,B,zfNKdsuT7bWWN-f3v5Rj_g,Eastside,4,10,Null,Null,0,0,Null,Null,Null,Yes,Null,1,1,Null,0,Null,Null,Null,Null,Yes,Null,1,3,Null,Null,1,Null,1,Null,1,0,Null,0,1,1,0,0,1,Null,1,1,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,No
Archi's Thai Bistro,Archi's Thai Bistro,Restaurant,6345 S Rainbow Blvd 100,Las Vegas,Nevada,89118,89,247,241,86.9047619,89.76190476,B,B,ixAh9crILnJ9tM8LhWFhkw,Spring Valley,4,733,Null,Null,1,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,2,Null,Null,0,Null,1,Null,0,0,Null,0,1,2,1,1,1,Null,1,0,No,Null,Null,"Lunch, Dinner",Null,Null,Null,Yes,Yes,Null,Null
Jason's Deli,Jason's Deli,Restaurant,7305 Arroyo Crossing Pkwy,Las Vegas,Nevada,89113,28,34,55,95,95,A,A,NfM1YE-FJCToO1LB36T6lQ,Spring Valley,3.5,170,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,No,Null,1,2,Null,Null,1,Null,1,Null,0,0,Null,1,1,1,0,0,1,Null,1,0,No,No,Null,"Lunch, Dinner",Null,Null,Null,Null,Yes,Null,No
Broadway Pizzeria,Broadway Pizzeria,Restaurant,8125 W Sahara Ave,Las Vegas,Nevada,89117,14,45,32,95,95,A,A,ZfBKZPd2rdpW19m91YnHXw,Westside,4.5,9,Null,Null,No,Null,Null,Null,Null,Yes,Null,1,0,Null,No,Null,Null,Null,Null,Null,Null,Yes,0,Null,Null,No,Null,1,Null,0,Null,Null,No,0,Null,0,1,1,Null,Null,Free,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Chubby's Pub,Chubbys Pub,Bar / Tavern,4702 E Flamingo Rd,Las Vegas,Nevada,89121,47,8,84,95,92.5,A,A,WUHziAfNsIe73A43q5Xijg,Eastside,3,4,Null,Null,No,Null,Null,Null,Null,Null,Null,0,Null,Null,No,Null,Null,Null,Null,Null,Null,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,No,1,1,0,Null,Yes,Null,Null,Free,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Noodle Pot,Noodle Pot @ CHINATOWN PLAZA,Restaurant,4215 Spring Mountain Rd,Las Vegas,Nevada,89102,157,120,344,95,86.66666667,A,B,5Lcit9Zt6TF9bmKoFMhF0g,Chinatown,4,338,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,0,Null,Null,Null,Null,Yes,Null,1,2,Null,Null,1,Null,1,Null,0,0,Null,0,1,1,0,1,1,Null,1,1,No,No,Null,"Lunch, Dinner",Null,Null,Null,Yes,Yes,Null,Yes
Yo Fresh Yogurt Cafe,Yo Fresh Yogurt Cafe,Restaurant,4985 W Tropicana Ave,Las Vegas,Nevada,89103,10,27,19,95,95,A,A,FiEUjd-X95z0GfXCpdtQkA,Null,3.5,15,Null,Null,No,Casual,Null,Null,Null,Yes,Null,1,1,Null,Null,Null,Null,Null,Null,Null,Null,Yes,Null,Null,Null,Yes,Null,Average,Null,No,Null,Null,No,Yes,1,No,Null,Yes,Null,Null,1,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Chow King,Seafood City - Chowking,Restaurant,3890 S Maryland Pkwy,Las Vegas,Nevada,89119,61,108,121,95,87.14285714,A,B,nTc-Qj_-ABZrpM9YSpJ6jA,Eastside,3,119,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,No,Null,1,4,Null,Null,0,Null,1,Null,0,0,Null,0,1,1,0,0,1,Null,0,0,No,No,Null,"Breakfast, Brunch, Lunch, Dinner, Dessert",Null,Null,Null,Null,Yes,Null,Null
Peppers Mexican Grill,Peppers Mexican Grill,Restaurant,6883 S Eastern Ave,Las Vegas,Nevada,89119,11,16,16,95,95,A,A,RDQpH7J6PBpVzE9pNDKcoA,Southeast,4,12,Null,Null,0,0,Null,Null,Null,Yes,Null,1,1,Null,No,Null,Null,Null,Null,Null,Null,1,0,Null,Null,1,Null,0,Null,0,0,Null,0,1,1,0,0,1,Null,1,Free,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
McDonald's,McDonalds Corporation,Restaurant,2640 E Tropicana Ave,Las Vegas,Nevada,89121,21,0,59,95,74.16666667,A,C,JcWzvvDWh4RY04tvm1LQzA,Eastside,1.5,12,Null,Null,0,Casual,Null,Null,Null,Yes,No,1,0,Null,0,Null,Null,Null,No,1,Null,0,Null,Null,Null,Yes,Null,Average,Null,No,0,Null,0,Yes,2,0,0,1,Null,1,1,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
McDonald's,McDonalds Corporation,Restaurant,2640 E Tropicana Ave,Las Vegas,Nevada,89121,21,0,59,95,74.16666667,A,C,QqrmTtv2OXWFRlqRCG4FRA,Null,2,21,Null,Null,0,1,Null,Null,Null,1,Null,1,0,Null,0,Null,Null,Null,Null,1,Null,1,1,Null,Null,0,Null,3,Null,0,0,Null,0,1,1,0,0,1,Null,Null,1,Null,Null,Null,Brunch,Null,Null,Null,Null,Null,Null,No
McDonald's,McDonalds Corporation,Restaurant,2640 E Tropicana Ave,Las Vegas,Nevada,89121,21,0,59,95,74.16666667,A,C,HKSyA7YZplj9i_vIdtwyzg,Southeast,2.5,36,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,Null,Null,Null,Null,Null,1,Null,1,1,Null,Null,1,Null,1,Null,0,0,Null,0,1,1,0,0,1,Null,Null,1,Null,Null,Null,Breakfast,Null,Null,Null,Null,Null,Null,Null
McDonald's,McDonalds Corporation,Restaurant,2640 E Tropicana Ave,Las Vegas,Nevada,89121,21,0,59,95,74.16666667,A,C,fg_KGtLwAw2IpXin0KdAZA,Eastside,2,6,Null,Null,0,0,Null,Null,Null,0,Null,1,0,Null,0,Null,Null,Null,Null,0,Null,1,0,Null,Null,0,Null,3,Null,0,0,Null,0,1,1,0,0,1,Null,Null,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,No
McDonald's,McDonalds Corporation,Restaurant,2640 E Tropicana Ave,Las Vegas,Nevada,89121,21,0,59,95,74.16666667,A,C,Wpt0sFHcPtV5MO9He7yMKQ,Eastside,2,23,Null,Null,0,0,Null,Null,Null,1,Null,1,0,Null,0,Null,Null,Null,Null,1,Null,1,0,Null,Null,0,Null,3,Null,0,0,Null,0,0,1,0,0,1,Null,Null,1,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Wendy's Noodle Cafe,Wendy's Noodle Cafe,Restaurant,3401 S Jones Blvd,Las Vegas,Nevada,89146,123,146,253,95,90,A,A,966W5oXOBW0ZWhNYy0yjcA,Chinatown,4,543,Null,Null,1,1,Null,Null,Null,1,0,1,1,Null,1,Null,Null,Null,0,Null,Null,1,2,Null,Null,1,Null,1,Null,0,0,Null,0,1,1,1,1,1,Null,1,1,No,No,Null,"Lunch, Dinner",Null,Null,Null,Yes,Yes,Null,Yes
Michael's Pub,Michael's Pub,Bar / Tavern,4012 S Rainbow Blvd,Las Vegas,Nevada,89103,16,42,49,95,95,A,A,oe6srp_GGRncy5ODHNfW0g,Null,4,23,Null,Null,2,0,Null,Null,3,Yes,Null,1,1,Null,Yes,0,Null,Null,Null,Null,0,1,0,Null,1,1,1,1,Null,0,0,Null,0,1,2,No,1,0,1,1,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Slices Pizzeria,Boulder Station - Slices Pizzeria,Restaurant,4111 Boulder Hwy,Las Vegas,Nevada,89121,35,88,100,95,92.5,A,A,9hNuOUywLPHdSbAXtQ9DhQ,Null,3,12,Null,Null,0,0,Null,Null,Null,Yes,Null,1,Null,Null,No,Null,Null,Null,Null,Null,Null,0,0,Null,Null,0,Null,3,Null,No,0,Null,0,1,2,0,0,1,Null,Null,1,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Pumi Express,Pumi Express,Restaurant,6565 S Fort Apache Rd 175,Las Vegas,Nevada,89148,36,54,79,95,92.77777778,A,A,opwxvFwYTppE0JgfM4FBlw,Spring Valley,3,35,Null,Null,1,1,Null,Null,Null,Null,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,2,Null,Null,1,Null,0,Null,0,0,Null,1,1,1,0,1,1,Null,Null,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Harvest Cafe,Harvest Cafe,Restaurant,4835 W Craig Rd 3-D,Las Vegas,Nevada,89130,70,104,147,95,91.875,A,A,qhbUNmiGKmw343Fj7qlEsQ,Northwest,4,82,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,0,Null,Null,Null,Null,No,Null,1,3,Null,Null,1,Null,0,Null,0,0,Null,0,1,2,0,1,1,Null,Null,0,Null,No,Null,"Breakfast, Brunch, Lunch",Null,Null,Null,Null,Null,Null,Null
Manhattan Pizza II,Manhattan Pizza II,Restaurant,4955 E Craig Rd,Las Vegas,Nevada,89115,47,39,87,95,92.69230769,A,A,e9gaoUQEws5tmQROZodZMg,Null,3.5,54,Null,Null,0,0,Null,Null,Null,0,Null,1,1,Null,1,Null,Null,Null,Null,No,Null,1,2,Null,Null,1,Null,1,Null,0,0,Null,1,1,2,0,0,1,Null,Null,0,Null,Null,Null,"Lunch, Dinner",Null,Null,Null,Null,Null,Null,Null
Tacos El Rodeo,Tacos El Rodeo,Restaurant,2115 N Decatur Blvd,Las Vegas,Nevada,89108,85,24,211,95,89.44444444,A,B,HBjjGbfBvZ1FU1AaUWyJYQ,Null,4,12,Null,Null,No,0,Null,Null,Null,0,Null,1,0,Null,0,Null,Null,Null,Null,Null,Null,1,0,Null,Null,1,Null,Average,Null,0,0,Null,0,1,2,0,1,1,Null,Null,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Port of Subs,Port of Subs,Restaurant,3281 S Highland Dr 802,Las Vegas,Nevada,89109,40,89,82,95,95,A,A,NVcQuJ01BRqVeL-GT1UhTg,Null,2.5,12,Null,Null,0,Null,Null,Null,Null,1,Null,1,0,Null,1,Null,Null,Null,Null,Null,Null,1,0,Null,Null,1,Null,0,Null,0,0,Null,1,1,1,0,0,1,Null,Null,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Port of Subs,Port of Subs,Restaurant,3281 S Highland Dr 802,Las Vegas,Nevada,89109,40,89,82,95,95,A,A,0N53m33GANYeHHl-s22d4Q,Eastside,4,18,Null,Null,0,0,Null,Null,Null,1,Null,1,0,Null,1,Null,Null,Null,Null,No,Null,1,1,Null,Null,1,Null,1,Null,0,0,Null,0,0,1,0,Null,1,Null,Yes,1,Null,Null,Null,"Brunch, Lunch",Null,Null,Null,Null,Null,Null,Null
Garfield's Restaurant,Garfield's,Restaurant,2620 Regatta Dr,Las Vegas,Nevada,89128,16,36,39,95,93.33333333,A,A,GwKFPfQA5kYcVSnPBpjtzg,Summerlin,3,73,Null,Null,2,2,Null,Null,Null,Yes,Null,1,1,Null,1,Null,Null,Null,Null,No,Null,0,1,Null,Null,1,Null,1,Null,1,0,Null,0,1,3,1,1,1,Null,1,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Gritz Cafe,Gritz Cafe,Restaurant,1911 Stella Lake St,Las Vegas,Nevada,89106,42,47,96,95,86.07142857,A,B,gOOc6MDdhw7fV0Tf30mfAQ,Null,4.5,415,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,3,Null,Null,0,Null,1,Null,0,0,Null,0,0,2,0,0,1,Null,1,0,No,No,Null,"Breakfast, Brunch, Lunch",Null,Null,Null,Null,Yes,Null,No
Russo's Pizza Kitchen,RUSSO'S PIZZA KITCHEN,Restaurant,4950 S RAINBOW 120,Las Vegas,Nevada,89118,42,80,92,95,92.27272727,A,A,I5RoKagQjGYCWgY4_fK_rQ,Spring Valley,4,168,Null,Null,1,1,Null,Null,Null,1,Null,1,0,Null,1,Null,Null,Null,Null,Null,Null,1,2,Null,Null,1,Null,1,Null,0,0,Null,1,1,2,0,1,1,Null,Null,1,No,Yes,Null,"Lunch, Dinner",Null,Null,Null,Null,Null,Null,Yes
Tropical Smoothie Cafe,TROPICAL SMOOTHIE CAFE,Restaurant,8426 FARM 150,Las Vegas,Nevada,89131,7,16,16,95,95,A,A,tNonw3Vy4Ai6qRZpj2lTsA,Centennial,3,72,Null,Null,0,0,Null,Null,Null,1,No,1,0,Null,0,Null,Null,Null,No,Null,Null,1,1,Null,Null,0,Null,Average,Null,0,0,Null,0,1,1,0,Null,1,Null,Yes,1,Null,Null,Null,Lunch,Null,Null,Null,Null,Null,Null,Null
Golden Spoon Frozen Yogurt,Golden Spoon Frozen Yogurt,Restaurant,7175 W Lake Mead Blvd,Las Vegas,Nevada,89128,31,42,77,95,90.71428571,A,A,gVc000GZA5Z4QbFIsXl5OQ,Null,4,9,Null,Null,No,Casual,Null,Null,Null,Yes,Null,1,1,Null,Yes,Null,Null,Null,Null,Null,Null,Yes,Null,Null,Null,No,Null,Quiet,Null,Yes,Casual,Null,No,Yes,1,No,Null,Yes,Null,1,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Pita Pit,Pita Pit,Restaurant,4680 S Maryland Pkwy 102,Las Vegas,Nevada,89119,26,45,50,95,91,A,A,3RiFtEJ6AAvS0x_z38HChw,University,4,44,Null,Null,0,1,Null,Null,"Thu, Fri, Sat",Yes,Null,1,0,No,1,No,Null,Null,Null,0,Yes,1,2,Null,Yes,1,Null,1,Null,0,0,Null,0,1,1,0,0,1,Yes,Yes,0,Null,Null,Null,"Lunch, Dinner",Null,Null,Null,Null,Null,Null,Null
Jimmy John's,JIMMY JOHN'S RAINBOW,Restaurant,5463 S RAINBOW,Las Vegas,Nevada,89118,41,122,85,95,87.5,A,B,g9IeZKQl0TamGI8772vYAQ,Spring Valley,3,97,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,1,Null,No,0,Null,1,Null,1,0,Null,1,0,1,0,0,1,Null,1,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Kabob Grill,KABOB GRILL,Restaurant,9550 S EASTERN,Las Vegas,Nevada,89123,33,72,66,95,95,A,A,BwuyBsShSQwO3_-SvW6fRA,Null,4,232,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,0,Null,Null,1,2,Null,Null,1,Null,1,Null,0,0,Null,1,1,2,0,0,1,Null,1,0,Yes,Null,Yes,"Lunch, Dinner",Null,Null,Null,Null,Yes,Null,Null
Felipito's Mexican Food,Felipitos Mexican Food,Restaurant,1325 E Tropicana Ave,Las Vegas,Nevada,89119,46,107,111,95,86.15384615,A,B,OzcvQqt_copeLRCT2OHrfA,University,3.5,93,Null,Null,0,0,Null,Null,Null,1,Null,1,1,Null,0,Null,Null,Null,Null,Null,Null,1,3,Null,Null,0,Null,1,Null,1,0,Null,0,1,1,0,0,1,Null,1,0,No,Null,Null,"Lunch, Dinner, Late Night",Null,Null,Null,Null,Null,Null,Null
Firehouse Subs,Firehouse Subs,Restaurant,9555 S Eastern Ave,Las Vegas,Nevada,89123,16,0,29,95,95,A,A,dPbvWt-6YVxtGkeh7f9JpQ,Southeast,3.5,129,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,0,Null,1,1,Null,Null,1,Null,1,Null,1,0,Null,0,1,1,0,0,1,Null,1,0,Yes,No,Null,Lunch,Null,Null,Null,Null,Null,Null,No
Thai Vegas,Thai Vegas,Restaurant,115 N 4Th St,Las Vegas,Nevada,89101,36,30,96,95,88.33333333,A,B,mwERWE8IqgcmPHg3cpCfNA,Downtown,3.5,24,Null,Null,0,1,Null,Null,Null,Yes,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,1,Null,Null,0,Null,0,Null,0,0,Null,1,1,1,0,1,1,Null,1,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Rosati's,Rosati's,Restaurant,8001 N Durango Dr 110,Las Vegas,Nevada,89143,91,6,208,95,90.5,A,A,b7Y4dIggAacPum1tF3NpKg,Centennial,3.5,240,Null,Null,2,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,2,Null,Null,1,Null,1,Null,1,0,Null,1,1,2,0,1,1,Null,1,1,No,No,Null,"Lunch, Dinner",Null,Null,Null,Yes,Yes,Null,Yes
La Reyna Mexican Restaurant & Mariscos,La Reyna Mexican Rest & Mariscos,Restaurant,745 N Nellis Blvd 1,Las Vegas,Nevada,89110,35,68,81,95,94.23076923,A,A,522GgMvOvzaKCEX6BfAtvg,Sunrise,4,30,Null,Null,1,0,Null,Null,Null,1,0,1,2,Null,1,Null,Null,Null,0,Null,Null,1,5,Null,Null,1,Null,1,Null,0,0,Null,1,1,2,1,1,1,Null,1,1,Null,Null,Null,"Breakfast, Brunch, Lunch, Dinner, Late Night",Null,Null,Null,Null,Null,Null,Yes
Go Raw Cafe,Go Raw Cafe,Restaurant,2381 E Windmill Ln,Las Vegas,Nevada,89123,43,70,127,95,90.71428571,A,A,4cDWyZa6EqsY4XSWwLY7RA,Southeast,4,180,Null,Null,0,1,Null,1,Null,1,Null,1,1,Null,1,Null,0,Null,Null,Null,Null,1,1,Null,Null,0,Null,0,Null,1,0,Null,0,1,2,0,0,1,Null,1,0,No,Null,Null,Null,Null,Null,Null,Yes,Yes,Null,Null
Artifice,Artifice,Bar / Tavern,1025 S 1st St 100,Las Vegas,Nevada,89101,24,36,43,95,95,A,A,fE0b1It8RCQ_c-w9oaKqnw,Downtown,4,122,Null,Null,2,1,Null,Null,3,1,Null,1,2,Null,Yes,0,Null,Null,Null,Null,1,0,Null,Null,1,0,1,1,Null,0,Casual,Null,Yes,1,2,1,Null,Yes,1,1,0,No,Null,Null,Null,Null,Null,No,Null,Null,Null,Null
Biaggio's Pizzeria,Biaggio's Pizzeria,Restaurant,4235 S Fort Apache Rd 160,Las Vegas,Nevada,89147,41,118,90,95,88.84615385,A,B,N6MzDoao6s68nAIW8vS9dQ,Spring Valley,4.5,578,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,2,Null,Null,1,Null,1,Null,0,0,Null,1,1,2,1,1,1,Null,1,1,Yes,Yes,Yes,"Lunch, Dinner",Null,Yes,Null,Yes,Yes,Yes,Yes
El Santaneco,El Santaneco,Restaurant,4632 S Maryland Pkwy 7,Las Vegas,Nevada,89119,132,0,322,95,81.81818182,A,B,5o7Fx7Iot-gLKVNegLLw-w,University,3.5,28,Null,Null,1,1,Null,Null,Null,1,Null,1,1,Null,No,Null,Null,Null,Null,Null,Null,1,2,Null,Null,1,Null,3,Null,0,0,Null,0,1,1,0,1,1,Null,Null,0,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Sushi Boy Desu,University Gardens-Sushi Boy Desu,Restaurant,4632 S Maryland Pkwy,Las Vegas,Nevada,89119,5,10,10,95,95,A,A,RQnaK9dNidUbLLykykUAYA,University,2.5,13,Null,Null,Full Bar,Casual,Null,Null,Null,Yes,Null,1,1,Null,Yes,Null,Null,Null,No,No,Null,1,1,Null,Null,Yes,Null,Average,Null,0,0,Null,0,1,2,0,1,1,Null,1,Free,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
